City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Varanasi,IN,25.3333,83.0,86.09,84,40,9.22,haze
345,Xining,CN,36.6167,101.7667,57.72,88,100,1.57,overcast clouds
346,Caravelas,BR,-17.7125,-39.2481,76.06,47,78,9.78,broken clouds
347,Tura,IN,25.5198,90.2201,73.87,95,92,5.61,overcast clouds
348,Saskylakh,RU,71.9167,114.0833,42.71,77,1,3.47,clear sky
349,Colares,PT,38.7992,-9.4469,77.99,57,20,20.71,few clouds
350,Tuatapere,NZ,-46.1333,167.6833,37.69,90,94,4.72,overcast clouds
351,Razole,IN,16.4833,81.8333,76.69,90,100,7.47,light rain
352,Pandan,PH,14.0453,124.1694,79.38,86,100,7.07,overcast clouds
353,Padang,ID,-0.9492,100.3543,79.09,85,98,2.75,overcast clouds
354,Vaitape,PF,-16.5167,-151.75,78.69,74,4,17.72,clear sky
355,Mariental,NA,-24.6333,17.9667,58.71,15,20,8.46,few clouds
356,Shenkursk,RU,62.1091,42.896,60.55,62,22,1.5,few clouds
357,Stara Synyava,UA,49.6032,27.6191,71.4,62,100,7.87,overcast clouds
358,Vanimo,PG,-2.6741,141.3028,76.6,89,88,4.32,overcast clouds
359,Golspie,GB,57.9727,-3.978,64.47,90,100,2.57,overcast clouds
360,Walvis Bay,NA,-22.9575,14.5053,57.09,74,1,20.36,clear sky
361,Sorland,NO,67.667,12.6934,53.46,83,91,7.0,overcast clouds
362,Orlik,RU,52.5178,99.825,48.58,85,30,3.09,scattered clouds
363,Troitsko-Pechorsk,RU,62.7084,56.1964,45.18,77,44,2.24,scattered clouds
364,Atasu,KZ,48.6814,71.6433,72.88,38,1,14.58,clear sky
365,Zaozerne,UA,45.1582,33.2787,78.55,70,0,9.4,clear sky
366,Ahipara,NZ,-35.1667,173.1667,52.23,87,99,4.94,moderate rain
367,Malanje,AO,-9.5402,16.341,79.77,18,10,1.68,clear sky
368,Saint Anthony,US,45.0205,-93.218,73.06,73,75,9.22,broken clouds
369,La Ronge,CA,55.1001,-105.2842,67.21,65,67,7.54,broken clouds
370,Ucluelet,CA,48.9329,-125.5528,63.09,92,18,2.04,few clouds
371,Dingle,PH,10.9995,122.6711,75.6,94,100,8.9,overcast clouds
372,Maamba,ZM,-17.3667,27.15,73.24,25,0,3.47,clear sky
373,Cabedelo,BR,-6.9811,-34.8339,83.07,66,67,19.75,broken clouds
374,Kandrian,PG,-6.2167,149.55,76.12,90,100,3.62,light rain
375,Yavaros,MX,26.7,-109.5167,88.45,65,65,7.23,broken clouds
376,Ketchikan,US,55.3422,-131.6461,57.58,96,100,3.83,light rain
377,Gao,ML,16.6362,1.637,106.29,10,29,8.63,scattered clouds
378,Lhokseumawe,ID,5.1801,97.1507,78.22,88,96,4.16,overcast clouds
379,Altamira,BR,-3.2033,-52.2064,89.28,45,61,5.21,broken clouds
380,Talgar,KZ,43.3027,77.2395,71.76,43,40,4.47,scattered clouds
381,Lokosovo,RU,61.1333,74.8167,50.22,63,100,17.52,overcast clouds
382,Bradford,GB,53.7939,-1.7521,90.63,32,0,3.44,clear sky
383,Alta Floresta,BR,-9.8756,-56.0861,98.11,21,18,5.01,few clouds
384,Council Bluffs,US,41.2619,-95.8608,81.48,62,75,10.36,broken clouds
385,Luderitz,NA,-26.6481,15.1594,56.86,61,18,23.11,few clouds
386,Alofi,NU,-19.0595,-169.9187,72.88,69,100,23.91,overcast clouds
387,Lakatoro,VU,-16.0999,167.4164,77.04,86,98,13.4,overcast clouds
388,Kaitangata,NZ,-46.2817,169.8464,38.77,95,82,6.31,broken clouds
389,Milas,TR,37.3164,27.7839,79.95,54,0,12.66,clear sky
390,Shache,CN,38.4167,77.2406,82.31,36,82,4.76,broken clouds
391,Saldanha,ZA,-33.0117,17.9442,53.58,64,1,13.22,clear sky
392,Zhigansk,RU,66.7697,123.3711,53.96,89,100,6.13,overcast clouds
393,Hofn,IS,64.2539,-15.2082,50.23,75,100,8.08,overcast clouds
394,Balykshi,KZ,47.0667,51.8667,89.6,18,0,8.95,clear sky
395,Noumea,NC,-22.2763,166.4572,73.99,99,85,10.36,overcast clouds
396,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,87,20,11.5,few clouds
397,Saint-Philippe,RE,-21.3585,55.7679,69.39,75,43,14.54,scattered clouds
398,Saint-Augustin,CA,51.226,-58.6502,62.28,92,100,15.82,overcast clouds
399,Turbat,PK,26.0023,63.044,85.64,73,84,6.67,light rain
400,Paamiut,GL,61.994,-49.6678,44.47,97,100,7.63,overcast clouds
401,Chippewa Falls,US,44.9369,-91.3929,68.77,77,100,4.61,overcast clouds
402,Nushki,PK,29.5542,66.0215,82.99,51,99,8.1,overcast clouds
403,Alyangula,AU,-13.8483,136.4192,68.11,68,38,10.02,scattered clouds
404,Los Alamos,US,35.8881,-106.307,79.93,41,0,4.0,clear sky
405,Lazaro Cardenas,MX,17.9583,-102.2,85.46,62,80,4.27,broken clouds
406,Margate,GB,51.3813,1.3862,86.11,71,100,3.0,overcast clouds
407,Cap-Haitien,HT,19.7578,-72.2042,81.59,74,0,9.48,clear sky
408,Sampit,ID,-2.5333,112.95,74.37,92,90,2.64,light rain
409,Izhma,RU,65.0083,53.9113,49.82,66,82,4.63,broken clouds
410,Buin,CL,-33.7333,-70.75,53.74,55,100,5.39,overcast clouds
411,Naugachhia,IN,25.4,87.1,80.51,77,39,18.77,scattered clouds
412,Srednekolymsk,RU,67.45,153.6833,31.51,94,7,8.81,clear sky
413,Itacarambi,BR,-15.1022,-44.0919,86.59,23,0,5.1,clear sky
414,Lavrentiya,RU,65.5833,-171.0,37.72,78,49,6.13,scattered clouds
415,Shizunai,JP,42.3339,142.3669,66.31,81,61,6.64,broken clouds
416,Honolulu,US,21.3069,-157.8583,78.31,77,4,11.99,clear sky
417,Erzin,TR,36.9559,36.2,77.07,83,36,7.18,scattered clouds
418,Huilong,CN,31.8111,121.655,85.93,85,91,18.37,light rain
419,Mahebourg,MU,-20.4081,57.7,70.25,68,40,14.97,scattered clouds
420,Homa Bay,KE,-0.5273,34.4571,70.02,75,65,2.73,broken clouds
421,Rajula,IN,21.05,71.4333,78.4,88,81,15.3,broken clouds
422,Bom Jardim,BR,-7.7958,-35.5872,78.26,53,27,15.7,scattered clouds
423,Lyaskelya,RU,61.7667,31.0167,62.85,63,22,3.51,few clouds
424,Impfondo,CG,1.6381,18.0667,79.48,61,100,2.55,overcast clouds
425,Siocon,PH,7.7061,122.1353,77.95,85,100,1.57,overcast clouds
426,Kieta,PG,-6.2167,155.6333,77.41,85,95,2.04,overcast clouds
427,Presidente Epitacio,BR,-21.7633,-52.1156,88.03,26,0,9.98,clear sky
428,Shakiso,ET,5.75,38.9167,62.65,75,100,3.15,overcast clouds
429,Campina Verde,BR,-19.5356,-49.4864,89.58,20,0,6.4,clear sky
430,Beloha,MG,-25.1667,45.05,69.33,57,1,2.19,clear sky
431,Isla Mujeres,MX,21.2311,-86.731,87.85,64,0,8.28,clear sky
432,Biak,ID,-0.9131,122.8766,75.74,82,97,7.09,overcast clouds
433,Fereydun Kenar,IR,36.6864,52.5225,81.86,67,0,0.56,clear sky
434,Loukhi,RU,66.0764,33.0381,59.77,73,91,4.38,overcast clouds
435,Port Macquarie,AU,-31.4333,152.9167,46.89,74,0,7.38,clear sky
436,Spring,US,30.0799,-95.4172,91.87,69,75,14.97,broken clouds
437,Miajadas,ES,39.1513,-5.9084,91.63,13,0,10.56,clear sky
438,Saint Simons,US,31.1352,-81.3901,87.85,35,0,10.36,clear sky
439,Bodri,IN,23.1667,81.4333,74.35,97,92,7.45,light rain
440,Kerrville,US,30.0474,-99.1403,90.55,60,75,13.8,broken clouds
441,Kalulushi,ZM,-12.8378,28.0919,70.32,23,3,1.07,clear sky
442,Manzil Salim,TN,35.8567,8.4765,82.26,35,45,18.41,light rain
443,Hirado,JP,33.3597,129.5531,82.38,89,78,13.49,broken clouds
444,Umm Lajj,SA,25.0213,37.2685,87.93,58,98,8.57,overcast clouds
445,Le Mans,FR,48.0,0.2,75.13,64,75,12.66,broken clouds
446,Pasni,PK,25.2631,63.471,82.89,87,100,6.42,overcast clouds
447,Aranos,NA,-24.1333,19.1167,55.99,18,21,10.22,few clouds
448,Gravdal,NO,68.1214,13.5031,57.09,62,0,4.61,clear sky
449,Karaton,ID,-6.3424,106.1045,74.64,91,95,0.6,overcast clouds
450,Katsuura,JP,35.1333,140.3,80.62,91,33,17.38,scattered clouds
451,Cherepovets,RU,59.1333,37.9,71.42,78,20,4.47,few clouds
452,Egvekinot,RU,66.3167,-179.1667,40.69,79,81,1.79,broken clouds
453,Yerofey Pavlovich,RU,53.9667,121.9667,56.97,78,70,3.24,broken clouds
454,Ulladulla,AU,-35.35,150.4667,53.49,60,48,11.65,scattered clouds
455,Youhao,CN,47.8667,128.8333,57.43,95,76,0.72,broken clouds
456,Moranbah,AU,-22.0016,148.0466,52.72,42,0,5.35,clear sky
457,Torrox,ES,36.7579,-3.9523,98.13,49,32,4.0,scattered clouds
458,Chunhuhub,MX,19.55,-88.6833,91.27,46,100,4.88,overcast clouds
459,Requena,ES,39.4883,-1.1004,93.52,18,4,20.85,clear sky
460,Julio De Castilhos,BR,-29.2269,-53.6817,62.51,84,98,11.21,heavy intensity rain
461,Barra Do Garcas,BR,-15.89,-52.2567,96.75,17,7,7.25,clear sky
462,Panjab,AF,34.388,67.0233,61.38,69,100,3.74,overcast clouds
463,Khlevnoye,RU,52.1951,39.0932,75.22,51,78,7.94,broken clouds
464,Beringovskiy,RU,63.05,179.3167,48.31,80,87,5.93,overcast clouds
465,Muzhi,RU,65.3667,64.6667,46.49,65,69,15.46,broken clouds
466,Bharatpur,IN,27.2167,77.4833,83.91,77,100,4.07,overcast clouds
467,Praxedis Guerrero,MX,31.3667,-106.0167,89.06,34,35,5.5,scattered clouds
468,Korla,CN,41.7597,86.1469,84.56,28,0,4.07,clear sky
469,Dali,CN,25.7,100.1833,63.54,93,71,4.14,broken clouds
470,Hobyo,SO,5.3505,48.5268,76.84,87,88,23.26,overcast clouds
471,Chokurdakh,RU,70.6333,147.9167,35.17,81,27,7.18,scattered clouds
472,Tazovskiy,RU,67.4667,78.7,48.87,97,100,9.75,light rain
473,Ismailia,EG,30.6043,32.2723,82.09,53,0,13.4,clear sky
474,Kulhudhuffushi,MV,6.6221,73.07,81.63,76,98,10.51,overcast clouds
475,Tessalit,ML,20.1986,1.0114,105.94,12,41,5.93,scattered clouds
476,Port Augusta,AU,-32.5,137.7667,49.77,60,98,7.87,overcast clouds
477,Waslala,NI,13.2333,-85.3833,83.37,71,94,3.4,overcast clouds
478,Tecoanapa,MX,16.5167,-98.75,85.5,60,100,3.87,overcast clouds
479,Iroquois Falls,CA,48.7669,-80.6831,74.7,47,100,2.21,overcast clouds
480,Mendoza,AR,-32.8908,-68.8272,68.36,23,1,6.78,clear sky
481,Correia Pinto,BR,-27.5847,-50.3611,67.35,59,99,4.41,overcast clouds
482,Santo Tomas,PH,14.1079,121.1414,79.05,93,100,2.15,overcast clouds
483,Magadan,RU,59.5667,150.8,56.53,94,100,2.48,light rain
484,Kholtoson,RU,50.2981,103.3097,50.67,95,25,2.98,scattered clouds
485,Upernavik,GL,72.7868,-56.1549,44.49,71,100,3.53,overcast clouds
486,Salacgriva,LV,57.7536,24.3581,75.0,62,54,5.86,broken clouds
487,Mikhaylovka,RU,50.06,43.2379,79.79,30,98,11.83,overcast clouds
488,Rochegda,RU,62.8,43.25,59.02,64,48,1.21,scattered clouds
489,Buta,CD,2.7858,24.73,73.06,88,100,1.36,overcast clouds
490,Formosa,AR,-26.1775,-58.1781,91.38,33,0,14.97,clear sky
491,Santiago Del Estero,AR,-27.7951,-64.2615,86.41,26,0,12.12,clear sky
492,Keflavik,IS,64.0049,-22.5624,54.03,66,20,18.41,few clouds
493,Novi Sanzhary,UA,49.3439,34.3108,84.11,33,91,19.04,overcast clouds
494,Axim,GH,4.8699,-2.2405,76.73,80,100,13.96,overcast clouds
495,Rio Grande,BR,-32.035,-52.0986,73.51,76,0,11.56,clear sky
496,Maharajganj,IN,27.1333,83.5667,84.25,69,94,17.67,overcast clouds
497,Pundaguitan,PH,6.3711,126.1689,81.95,78,58,6.71,broken clouds
498,Port-Gentil,GA,-0.7193,8.7815,75.16,83,75,12.66,broken clouds
499,Constitucion,CL,-35.3333,-72.4167,52.27,82,99,11.14,overcast clouds
500,Hovd,MN,48.0056,91.6419,66.67,31,6,6.64,clear sky
501,Prince Rupert,CA,54.3161,-130.3201,59.09,94,100,8.05,overcast clouds
502,Channel-Port Aux Basques,CA,47.5702,-59.1367,67.08,99,100,9.1,overcast clouds
503,Avera,US,33.194,-82.5271,86.56,34,41,2.04,scattered clouds
504,Port Hardy,CA,50.6996,-127.4199,59.97,89,99,7.94,overcast clouds
505,Alaca,TR,40.1683,34.8425,76.69,49,70,7.45,broken clouds
506,Effium,NG,6.6292,8.0593,73.4,94,93,8.39,light rain
507,Roald,NO,62.5833,6.1333,70.9,82,0,3.44,clear sky
508,Thunder Bay,CA,48.4001,-89.3168,62.51,88,75,4.61,broken clouds
509,Dosso,NE,13.049,3.1937,91.62,48,80,11.27,broken clouds
510,Dinguiraye,GN,11.3,-10.7167,71.1,95,100,2.57,overcast clouds
511,Vila Velha,BR,-20.3297,-40.2925,78.75,57,20,9.22,few clouds
512,Novikovo,RU,51.1537,37.8879,77.07,47,100,14.58,overcast clouds
513,Progreso,MX,21.2833,-89.6667,90.1,60,99,5.5,overcast clouds
514,Nauta,PE,-4.5061,-73.5757,85.82,59,77,4.09,broken clouds
515,Frutal,BR,-20.0247,-48.9406,89.04,22,0,5.12,clear sky
516,Kenitra,MA,34.261,-6.5802,75.96,61,5,12.01,clear sky
517,Naron,ES,43.5167,-8.1528,74.91,81,43,12.46,scattered clouds
518,Pipri,IN,19.8,75.5333,75.04,84,100,10.38,heavy intensity rain
519,Gangapur,IN,26.4833,76.7167,81.66,84,100,1.79,overcast clouds
520,Camana,PE,-16.6228,-72.7111,63.57,70,79,9.06,broken clouds
521,Hay River,CA,60.8156,-115.7999,72.61,46,0,4.54,clear sky
522,Tilichiki,RU,60.4667,166.1,53.58,95,100,4.59,overcast clouds
523,Sinnamary,GF,5.3833,-52.95,81.97,75,86,8.61,overcast clouds
524,Temyasovo,RU,52.9933,58.1014,59.43,64,61,6.85,broken clouds
525,Coari,BR,-4.085,-63.1414,93.67,41,26,0.34,scattered clouds
526,Berlevag,NO,70.8578,29.0864,51.6,76,100,26.46,overcast clouds
527,Villarrubia De Los Ojos,ES,39.2209,-3.608,91.33,12,0,17.96,clear sky
528,Kamina,CD,-8.7386,24.9906,75.79,22,13,5.41,few clouds
529,Villarrica,PY,-25.75,-56.4333,78.33,47,37,8.3,scattered clouds
530,Tias,ES,28.9611,-13.645,78.48,57,20,24.16,few clouds
531,San Pedro,PH,14.35,121.0167,79.83,93,75,0.0,light rain
532,Ibotirama,BR,-12.1853,-43.2206,92.7,22,36,4.97,scattered clouds
533,Koygorodok,RU,60.445,50.9968,54.82,65,13,2.95,few clouds
534,Praya,CV,14.9215,-23.5087,80.01,79,77,7.2,light rain
535,Ishigaki,JP,24.3448,124.1572,85.64,75,31,16.75,scattered clouds
536,Tijucas,BR,-27.2414,-48.6336,75.25,74,100,5.82,overcast clouds
537,Soyo,AO,-6.1349,12.3689,71.53,72,21,8.12,few clouds
538,Broome,US,42.2506,-75.833,82.2,38,20,7.0,few clouds
539,Fort Smith,US,35.3859,-94.3986,93.18,38,0,3.44,clear sky
540,Roma,US,43.2128,-75.4557,78.73,40,0,4.0,clear sky
541,Fort Nelson,CA,58.8053,-122.7002,66.33,80,98,2.66,overcast clouds
542,Namibe,AO,-15.1961,12.1522,64.42,85,16,12.66,few clouds
543,Jumla,NP,29.2747,82.1838,63.01,97,100,2.89,light rain
544,Matucana,PE,-11.85,-76.4,69.44,37,5,8.86,clear sky
545,Concepcion,CL,-36.827,-73.0498,55.2,62,75,13.8,broken clouds
546,Martapura,ID,-3.4167,114.85,77.09,88,100,1.14,overcast clouds
547,Flinders,AU,-34.5833,150.8552,55.18,60,51,4.0,broken clouds
548,Arlit,NE,18.7369,7.3853,106.63,9,34,1.48,scattered clouds
549,Marawi,PH,7.9986,124.2928,68.63,92,99,5.06,overcast clouds
550,El Eden,CO,4.4667,-75.7667,76.64,67,41,4.09,scattered clouds
551,Nizhniy Odes,RU,63.6445,54.856,50.83,63,92,2.01,overcast clouds
552,Saint-Pierre,RE,-21.3393,55.4781,69.48,76,75,3.44,broken clouds
553,Okhotsk,RU,59.3833,143.3,55.92,95,99,11.59,light rain
554,Kekri,IN,25.9667,75.15,80.58,77,100,5.46,light rain
555,Muisne,EC,0.6,-80.0333,75.69,85,100,12.88,overcast clouds
556,Giyani,ZA,-23.3025,30.7187,80.13,12,3,8.23,clear sky
557,Burns Lake,CA,54.2331,-125.7533,62.01,56,35,5.08,scattered clouds
558,Boende,CD,-0.2167,20.8667,83.1,47,96,4.21,overcast clouds
559,Kloulklubed,PW,7.0419,134.2556,73.9,72,93,3.2,overcast clouds
560,San Quintin,MX,30.4833,-115.95,75.72,70,0,6.58,clear sky
561,Shakawe,BW,-18.3667,21.85,71.76,12,0,6.85,clear sky
562,Ambagarh Chauki,IN,20.7833,80.7167,74.05,93,100,18.57,light rain
563,Dayong,CN,25.0209,118.2898,79.23,90,30,0.72,scattered clouds
564,Tanout,NE,14.9709,8.8879,90.84,38,100,6.15,overcast clouds
565,Trudovoye,RU,43.3058,132.0817,65.93,94,95,4.47,light rain
566,Jalu,LY,29.0331,21.5482,92.28,25,0,10.65,clear sky
567,Havre,FR,49.5833,0.3333,74.34,64,100,4.61,light rain
568,Ituango,CO,7.1712,-75.764,76.5,60,31,3.22,scattered clouds
569,Kupang,ID,-10.1667,123.5833,76.19,80,8,11.88,clear sky
570,Bucerias,MX,20.75,-105.3333,84.97,94,40,9.22,scattered clouds
571,Xianyang,CN,34.3378,108.7026,88.32,32,100,12.71,overcast clouds
572,Altamont,US,42.2068,-121.7372,72.39,47,0,6.91,clear sky
573,Hanting,CN,36.7708,119.2108,81.32,93,100,9.53,moderate rain
574,Fort-Shevchenko,KZ,44.5086,50.263,85.06,47,0,6.26,clear sky
575,Storvorde,DK,57.0039,10.1013,79.34,52,99,8.05,overcast clouds
576,Nabire,ID,-3.3667,135.4833,75.65,93,100,3.02,light rain
577,Mashhad,IR,36.297,59.6062,80.74,32,0,6.91,clear sky
578,Semirom,IR,31.4167,51.5667,70.25,15,0,14.36,clear sky
579,Vao,NC,-22.6667,167.4833,72.66,80,100,23.09,overcast clouds
580,Indianola,US,41.3581,-93.5574,76.91,56,64,8.55,broken clouds
581,Anadyr,RU,64.75,177.4833,51.49,71,92,14.36,light rain
582,Tahe,CN,52.3333,124.7333,54.95,84,23,2.28,few clouds
583,Acapulco,MX,16.8634,-99.8901,85.82,70,75,3.44,broken clouds
584,Uaua,BR,-9.8414,-39.4817,74.39,67,93,16.73,overcast clouds
585,Caconda,AO,-13.7333,15.0667,70.99,19,8,5.88,clear sky
586,Kibala,TD,9.1104,18.3463,74.23,92,93,3.8,moderate rain
587,Phuket,TH,8.0,98.25,88.09,83,20,5.75,few clouds
588,Beian,NO,63.6559,9.5683,71.69,73,0,3.44,clear sky
589,Muscat,OM,23.6139,58.5922,93.22,60,57,4.09,broken clouds
590,Yarkovo,RU,57.4028,67.0786,53.31,78,66,6.6,broken clouds
591,Cheyenne,US,41.14,-104.8203,82.54,36,0,9.22,clear sky
592,Farap,TM,39.1704,63.6116,88.39,16,0,14.14,clear sky
593,Puerto Cabezas,NI,14.0351,-83.3888,83.7,74,86,7.87,overcast clouds
594,Juegang,CN,32.3174,121.1855,85.91,79,100,11.61,overcast clouds
595,San Ramon,US,37.7799,-121.978,78.6,61,0,1.01,clear sky
596,Rio Branco Do Sul,BR,-25.19,-49.3142,77.22,45,57,3.78,broken clouds
597,Saraj,MK,42.0,21.3278,69.35,54,90,5.32,overcast clouds
598,Narsaq,GL,60.9167,-46.05,59.22,87,85,6.04,overcast clouds
599,Damghan,IR,36.1683,54.348,83.5,24,0,6.71,clear sky
600,Barinitas,VE,8.7622,-70.4111,77.97,83,85,3.91,overcast clouds
601,Ghanzi,BW,-21.5667,21.7833,63.09,24,2,10.27,clear sky
602,Bourail,NC,-21.5667,165.4833,68.2,91,51,5.79,broken clouds
603,Jilib,SO,0.4883,42.7854,74.62,83,36,8.32,scattered clouds
604,Aklavik,CA,68.2191,-135.0107,46.4,87,100,8.05,overcast clouds
605,Dondo,MZ,-19.6094,34.7431,76.53,46,0,7.72,clear sky
606,Omis,HR,43.4447,16.6886,84.13,55,66,5.93,broken clouds
607,Nemuro,JP,43.3236,145.575,64.11,95,0,5.48,clear sky
608,Pershotravneve,UA,51.3929,28.8684,74.75,59,99,10.27,overcast clouds
609,Miri,MY,4.4148,114.0089,79.97,76,100,0.81,overcast clouds
610,Lodwar,KE,3.1191,35.5973,87.33,39,44,9.26,light rain
611,Mazamari,PE,-11.3258,-74.5308,89.44,40,10,2.86,clear sky
612,Tabou,CI,4.423,-7.3528,75.49,80,100,10.96,overcast clouds
613,Broken Hill,AU,-31.95,141.4333,46.54,70,66,8.61,broken clouds
614,Kilindoni,TZ,-7.9139,39.6668,76.03,73,10,14.27,clear sky
615,Issoire,FR,45.55,3.25,74.46,51,41,12.73,scattered clouds
616,Honggang,CN,46.4667,124.8667,64.29,87,100,6.08,overcast clouds
617,Ixtapa,MX,20.7,-105.2,84.22,94,40,9.22,scattered clouds
618,Dvorichna,UA,49.8496,37.6857,83.61,35,100,13.62,overcast clouds
619,Kisangani,CD,0.5167,25.2,73.04,87,93,0.83,light rain
620,Carrickmacross,IE,53.9728,-6.7189,69.67,78,100,2.44,overcast clouds
621,Dataganj,IN,28.0333,79.4,87.28,63,98,9.64,overcast clouds
622,Mawlaik,MM,23.6333,94.4167,76.69,99,65,1.19,broken clouds
623,Kondinskoye,RU,59.6481,67.41,53.11,75,77,10.16,broken clouds
624,Haines Junction,CA,60.7522,-137.5108,58.5,67,94,8.75,overcast clouds
625,Charagua,BO,-19.8,-63.2167,83.77,29,9,11.41,clear sky
626,Bonthe,SL,7.5264,-12.505,74.98,90,100,9.42,moderate rain
627,Dandong,CN,40.1292,124.3947,74.23,98,100,10.0,overcast clouds
628,Belyy Yar,RU,53.6039,91.3903,62.85,63,0,6.71,clear sky
629,Nouadhibou,MR,20.931,-17.0347,73.42,86,3,13.2,clear sky
630,Mosquera,CO,4.7059,-74.2302,64.49,59,75,4.61,broken clouds
631,Halifax,CA,44.6453,-63.5724,75.69,85,94,1.99,overcast clouds
632,Vila,PT,42.0304,-8.1588,71.71,47,78,7.9,broken clouds
633,Mogocha,RU,53.7333,119.7667,53.62,85,21,2.15,few clouds
634,Dawei,MM,14.0833,98.2,77.56,88,80,1.36,broken clouds
635,Jinhua,CN,29.1078,119.6547,81.23,68,77,3.38,broken clouds
636,Grand Gaube,MU,-20.0064,57.6608,70.38,66,89,7.0,overcast clouds
637,San Rafael,AR,-34.6177,-68.3301,58.69,37,0,13.38,clear sky
638,Gat,IL,31.61,34.7642,82.81,100,0,8.68,clear sky
639,Chalons-En-Champagne,FR,48.9539,4.3672,77.07,76,100,20.83,overcast clouds
640,Mishelevka,RU,52.8575,103.1719,58.41,96,85,4.03,overcast clouds
641,Clyde,US,41.3042,-82.9752,68.59,86,86,9.33,overcast clouds
642,Bezhanitsy,RU,56.9767,29.8907,71.31,67,45,3.31,scattered clouds
643,Gimli,CA,50.6336,-96.9907,69.4,73,99,3.11,overcast clouds
644,Mayumba,GA,-3.432,10.6554,72.43,79,29,6.51,scattered clouds
645,Port Keats,AU,-14.25,129.55,75.67,27,38,12.26,scattered clouds
646,Jijiang,CN,29.2906,106.2542,86.58,66,67,2.77,broken clouds
647,Usinsk,RU,65.9939,57.5281,50.38,64,100,10.51,overcast clouds
648,Amahai,ID,-3.3333,128.9167,77.7,87,100,8.7,overcast clouds
649,Siverek,TR,37.755,39.3167,90.9,20,0,9.17,clear sky
650,Xai-Xai,MZ,-25.0519,33.6442,73.02,80,4,16.93,clear sky
651,Robertsport,LR,6.7533,-11.3686,76.78,80,100,13.18,light rain
652,Brigantine,US,39.4101,-74.3646,82.2,62,0,8.05,clear sky
653,Arkadak,RU,51.9326,43.4978,74.41,40,68,8.75,broken clouds
654,Oceanside,US,33.1959,-117.3795,93.51,77,0,6.91,clear sky
655,Bestwig,DE,51.3667,8.4,85.95,46,66,8.97,broken clouds
656,Chapais,CA,49.7834,-74.8492,70.61,46,99,3.87,overcast clouds
657,Lovington,US,32.944,-103.3485,91.33,37,0,6.22,clear sky
658,Krasnoselkup,RU,65.7,82.4667,59.85,54,98,7.96,overcast clouds
659,Aden,YE,12.7794,45.0367,87.13,71,100,19.66,overcast clouds
660,Karamursel,TR,40.6914,29.6157,81.48,76,5,8.68,clear sky
661,Nunoa,PE,-14.48,-70.6411,58.75,26,12,6.26,few clouds
662,Fort Wellington,GY,6.4,-57.6,85.59,59,65,12.62,broken clouds
663,Islamkot,PK,24.6997,70.177,81.54,83,80,14.94,broken clouds
664,Yaan,NG,7.3833,8.5667,73.24,94,98,9.66,moderate rain
665,Zonguldak,TR,41.25,31.8333,66.43,89,3,3.51,clear sky
666,Ewa Beach,US,21.3156,-158.0072,79.59,68,0,10.36,clear sky
667,Shubarshi,KZ,48.5872,57.1869,85.33,18,0,1.97,clear sky
668,Neuquen,AR,-38.9516,-68.0591,55.29,47,0,12.66,light rain
669,Arcata,US,40.8665,-124.0828,63.63,83,100,3.44,overcast clouds
670,Fallon,US,39.4735,-118.7774,83.44,15,20,0.0,few clouds
671,Esfarayen,IR,37.0765,57.5101,75.24,21,0,6.73,clear sky
672,Rorvik,NO,64.8621,11.2373,71.58,68,0,6.91,clear sky
673,Marzuq,YE,14.4,46.4667,83.88,35,98,4.12,overcast clouds
674,Itupiranga,BR,-5.1347,-49.3267,95.32,23,19,6.15,few clouds
675,Bridlington,GB,54.0831,-0.1919,76.93,71,31,5.97,scattered clouds
676,High Prairie,CA,55.4334,-116.4858,68.05,51,32,13.27,scattered clouds
677,Bandarbeyla,SO,9.4942,50.8122,76.71,81,73,31.81,broken clouds
678,Port Moresby,PG,-9.4431,147.1797,75.43,92,87,6.15,overcast clouds
679,Ankang,CN,32.68,109.0172,84.49,61,100,1.36,overcast clouds
680,Ojinaga,MX,29.5667,-104.4167,96.57,40,0,4.61,clear sky
681,Kihei,US,20.785,-156.4656,78.84,72,40,10.36,scattered clouds
682,Bagdarin,RU,54.4333,113.6,51.12,71,48,2.1,scattered clouds
683,Talant,FR,47.3369,5.0089,75.81,61,0,8.05,clear sky
684,Iskateley,RU,67.6803,53.1512,51.58,66,88,6.76,overcast clouds
685,Princeton,US,25.5384,-80.4089,93.02,68,75,9.22,broken clouds
686,Hauterive,FR,46.0901,3.4459,75.96,76,64,7.76,broken clouds
687,Vilyuysk,RU,63.7553,121.6247,56.14,99,100,1.74,light rain
688,Sakakah,SA,29.9697,40.2064,98.13,17,0,11.07,clear sky
689,Mandalgovi,MN,45.7625,106.2708,56.62,76,0,7.94,clear sky
690,Vostok,RU,46.4856,135.8833,54.48,97,84,3.47,broken clouds
691,Nyurba,RU,63.2842,118.3319,50.38,97,100,5.06,light rain
692,Northam,GB,51.0333,-4.2167,79.39,46,93,10.47,overcast clouds
693,Boa Vista,BR,2.8197,-60.6733,91.38,52,40,9.22,scattered clouds
694,Klaksvik,FO,62.2266,-6.589,54.52,85,100,7.0,overcast clouds
695,Bilma,NE,18.6853,12.9164,100.81,24,98,8.7,overcast clouds
696,Ust-Tsilma,RU,65.441,52.1498,54.34,57,95,5.08,overcast clouds
